comment_no	user_id_no	contents	reg_time	sympathy_count	antipathy_count
1193443904		꼴갑한다	2018-01-08T13:33:30+0900	0	0
1190790664		웃음을 주는 빨갱이들	2018-01-05T19:19:59+0900	0	0
1188181844		정권 바뀌고 제일 힘든 사람들...문슬람, 문꿀오소리들임.ㅋㅋㅋ 하루종일 네이버 기사 찾아다니면서 댓글양념치고 초단위로 상황 보고하고 이건 좀 아닌데 싶은것도 일단 찬양하며 인지부조화 느끼고 지인들 총동원해서 네이버 아이디 만들어야하고. 게다가 요즘은 화력 딸리고 문재앙 개삽질 해대서 댓글전쟁에서 발리는 경우도 많고 ㅋㅋ 사실상 극한직업이 따로 없다. 우덜 댓글 조작은 착한 조작이랑께~ 좌파들 내로남불 역겹다.	2018-01-03T17:19:02+0900	2	0
1188134664		적화다됐네. 저런거 보고도  검찰 경찰은 수사도안허네	2018-01-03T16:37:13+0900	2	0
1188079564		통일이 다가오고 있다는 증거네요.적의로운 화합의 현장 입니다.	2018-01-03T16:00:38+0900	1	3
1188022494		대화의 가능성을 열어주셔서 고맙습니다^^ 평화통일 기원합니다	2018-01-03T15:07:36+0900	0	4
1188011504		간첩 안잡냐?  우리나라는?? 스파이 안잡음??  그냥 나라 망해도 상관없음???	2018-01-03T14:58:28+0900	4	0
1188011024		죽고없는 친일파 찾지말고 현존하는 빨갱이들을 처단하라	2018-01-03T14:58:01+0900	4	0
1188005904		간첩빨갱이 확인해주네 ㅋ	2018-01-03T14:53:43+0900	3	0
1187991884		대놓고 주사파빨갱이 인증 하는거봐라 ㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉ	2018-01-03T14:42:48+0900	3	1
1187973104		진심 빨갱이 종북좌잌세력	2018-01-03T14:25:18+0900	5	0
1187968514		국회는 모하고 정부는 모하노. 마. 적폐세력이 도대체 누고?	2018-01-03T14:18:18+0900	5	0
1187967344		박근혜진짜 이자식들 선동때문에 들어간거아녀....진짜 왜 감옥에 있는거냐..	2018-01-03T14:16:40+0900	6	0
1187966144		빨갱이당 답네	2018-01-03T14:14:32+0900	7	0
1187965824		와 진짜 개노답이다 대놓고 빨갱이들인데 어찌 못하는거냐? 눈뜨고 당해야되?	2018-01-03T14:13:58+0900	6	0
1187963474		캬 이래서 대통령을 잘뽑아야 된다 고작 7개월 지났다 1년뒤엔 우리모두 벽면에 빨갱이새끼 얼굴 걸어두고 살아야될꺼같다 두렵다...이민갈 돈은 없고 지킬 가족은 있는데 어떻게 해야 하나	2018-01-03T14:09:51+0900	6	0
1187962704		오우 쉣 통진당이 노동당 2중대였어	2018-01-03T14:08:23+0900	5	0
1187961104		이야~ 나라꼴 잘돌아간다 재앙아~~ (북한)사람이 먼저다!!!!	2018-01-03T14:05:39+0900	6	0
1187960544		빨갱이들 전부 다 광화문 광장에서 목 매달아 죽여버려야한다.	2018-01-03T14:04:38+0900	7	0
1187960224		좋겠다 민중당은 적화통일되면 여당되겠네 ㅋ	2018-01-03T14:04:05+0900	6	0
1187959454		빨갱이 때려잡는 박근혜를 복직시켜라!!	2018-01-03T14:03:03+0900	7	0
1187947564		와 진자 저 빨갱○| ㅅHㄲ|들 어떻게 좀 해라 제발...	2018-01-03T13:45:28+0900	5	1
1187929144		문꼴오소리 양념 예상 기레기	2018-01-03T13:21:41+0900	7	0
1187574664		대통령 측근 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 빨갱이	2018-01-03T01:15:11+0900	7	0
1187535254		미친 개소름이네 민중당서 엊그제 새해문자왔던데 도대체 번호는 누가 딴거임?	2018-01-03T00:15:52+0900	9	0
1187499864		민주당은 없노?	2018-01-02T23:35:35+0900	8	0
1187329174		민중당은 종북 빨갱이 맞네 ㅋㅋ 전신 통진당도 마찬가지	2018-01-02T21:18:49+0900	13	0
1187286314		대놓고 종북정당 인증해주네 ㅋㅋ	2018-01-02T20:27:39+0900	12	0
1187285164		삐빅 곧 양념당할 기사입니다	2018-01-02T20:26:22+0900	10	0
1187284374		대놓고 종북빨갱이 인증	2018-01-02T20:25:20+0900	10	0
1187279644		뭐냐 이제 대놓고 활동??	2018-01-02T20:18:31+0900	11	0
1187249444		빨갱이당ㅋㅋㅋㅋㅋㅋ	2018-01-02T19:43:38+0900	13	1
1187232744		얘네들이 이석기 석방해달라고 했었지? ㅋㅋㅋㅋㅋ	2018-01-02T19:29:20+0900	15	0
1187217654		이로써 민중당은 빨갱이당임이 확인되었다. 빨리 해산해라!!	2018-01-02T19:17:12+0900	12	0
1187180234		;;	2018-01-02T18:52:20+0900	7	0
1187169254		빨갱이당 확인 사살	2018-01-02T18:45:16+0900	16	0
1187168764		림종석한테 메시지 보낸거 이걸로 눈가리기	2018-01-02T18:44:57+0900	8	4
1187165654		민족자주, 민족단합, 평화수호는 좋다. 하지만 미국과 호전세력들의 전쟁책동을 짓부수자는  것에 대해 민중당은 뚜렷한 대답을 내놔라. 북한과 한미간 어느쪽이 호전적인지...	2018-01-02T18:42:54+0900	8	3
