comment_no	user_id_no	contents	reg_time	sympathy_count	antipathy_count
1511468502		니 돈 내고 기다려! 아니면 기업들 억압말고 할만 하도록 가만 두든가.	2018-11-03T22:27:30+0900	0	0
1511029312		쳐 맞고싶냐? 귓방맹이를 확!!!! 아오..	2018-11-03T13:57:57+0900	0	0
1510010282		화나요들은 제발 생각이란걸 좀 하고 살아라. 한국 경제구조 자체가 대기업 위주에 중소는 거의 하청으로 먹고사는 구조 아니냐. 그럼 당연히 하청이 쥐어짜이게 돼 있다. 그러니까 중소기업은 구인난 젏은이들은 취업난에 시달리지. 대체 언제까지, 얼마나 n포세대를 만들어야 만족할건데? 주류학자들 말대로 경제성 높은 비정규직만 채용하고 최저임금 없애고 복지 토막내면 모든게 싹다 풀릴것 같냐? 지금 이나라에 월급으로 처자식, 부모님 봉양할만한 근로자가 몇이나 되는데? 근로자 절반이 월 2백 이하다. 너같으면 그걸로 니 식구들 먹여살리겠냐?	2018-11-02T08:12:13+0900	0	2
1509977152		더기다러달라.  내가 더해먹겟다.  에라이	2018-11-02T07:22:18+0900	0	0
1509973802		미친다 미쳐...분위기 파악 못하고 저 딴소리나 하고 있고...염장을 질러라	2018-11-02T07:15:11+0900	2	0
1509973192		저새낀  맨날 개소리만하네 기다려격려 ?  성과가  시궁창 만들어 놓고 기다려 달라  좋아진다 ?  더나빠지면   넌 단두대  간다고 말하고 주댕이 나불되너	2018-11-02T07:14:06+0900	2	0
1509972902		토나오는 얼굴	2018-11-02T07:13:29+0900	2	0
1509972482		격려를 해주라고? 여태까지 참아준것은  어쩌고? 경제  말아먹을때까지 격려만 받고 싶냐?	2018-11-02T07:12:30+0900	2	0
1509970942		저따위시키가 주디로 똥싸는 소리를 들어야하냐?  문치매시키야 같이 모여서 OOO 무능하고  더러운 시키들	2018-11-02T07:09:00+0900	1	0
1509970852		경제위기야 문떵하수인아	2018-11-02T07:08:39+0900	3	0
1509970432		도대체 언제까지? 양치기소년 큰형 작은형 다해먹어라!	2018-11-02T07:07:52+0900	0	0
1509969542		격려 좋아하네 지랄을해라	2018-11-02T07:05:33+0900	1	0
1509968472		죽어라	2018-11-02T07:02:37+0900	0	0
1509968452		국회의원들부터가 적폐인데 뭘 청산한다는거야 내자식위한 위장전입은 괜찮고 남의자식 위장전입은 적폐냐? 내로남불 제대로네 ㅉㅉ	2018-11-02T07:02:35+0900	0	0
1509968412		지금부터 더 나뻐질 것 같은데.. 김상조 참여연대. 민노총. 환경연합.전교조 좌파 수구단체들 책임지워 숙청해야될 적폐세력..선동꾼.	2018-11-02T07:02:23+0900	0	0
1509968132		저 새끼는 맨날 뒷북치고있어. . 분위기 파악좀해라 심각성을 모르네. .  사퇴해라. . 어리버리	2018-11-02T07:01:35+0900	0	0
1509967872		뭐????이놈부터 없애라...공매도 폐지하고 경제활성화해라	2018-11-02T07:00:32+0900	0	0
1509967672		정부가 하는것은 길을 열어놓는것이다. 당장 국민 개개인의 경제가 나아지게끔 하는게 아니라. 답답이들 많네 좀 지켜보고 물자	2018-11-02T07:00:00+0900	0	0
1509967612		말로 신나게 비판할때랑 실제로 운영해보니 현실은 다르죠? 이상과 현실은 다른겁니다 현실은 진흙탕 개싸움이에요 국대축구 경기보면 다들 해트트릭은 할 기세로 까대지만 실제로 경기 뛰면 10분이나 뛰려나 몰라	2018-11-02T06:59:50+0900	0	0
1509966982		경제 살릴려면 이놈부터 잘라라	2018-11-02T06:57:55+0900	0	1
1509966062		밥은 묵고 댕기냐?  정화대	2018-11-02T06:55:28+0900	0	0
1509965992		장하성씨 하고  똑같은말 하고 있네 국가부도사태다	2018-11-02T06:55:17+0900	0	0
1509965462		중소 자영업자 킬러들 아주 학살	2018-11-02T06:54:21+0900	0	0
1509965102		돌대가리가 아는거라고는  아부  밖에 없으니  열심히 해야지, 딸랑딸랑.	2018-11-02T06:53:10+0900	0	0
1509963842		말잘하네.	2018-11-02T06:49:55+0900	0	0
1509961682		쌍조씨 그걸 알면서 그렇게 급하게 상하좌우 안가리고 급 패러다임을 바꾸려 설치십니까?	2018-11-02T06:44:07+0900	0	0
1509959272		이중인격자 !!!!	2018-11-02T06:37:22+0900	0	0
1509957092		장하성,김상조,임종석  다 나가야   된다.이들이  경제   주범들이다.	2018-11-02T06:32:49+0900	2	1
1509956662		이새끼는 잘하고 있나? 국민을 볼모로 실험하냐? 먹고사는데 지장없는 놈들이니 서민을 위한 정치가가 될수 있나? 한같 정치꾼밖에  안되는 인간들!	2018-11-02T06:31:58+0900	0	0
1509955642		에라이  인간아  ㆍ목구멍에 밥이 넘어가나	2018-11-02T06:29:46+0900	4	0
1509954292		즈랄을 떨어요. 전 정부에 얼마나 개즈랄을 하셨나? 살아나는 경제도 죽여놓고~~	2018-11-02T06:27:02+0900	1	0
1509952162		목구멍?	2018-11-02T06:22:42+0900	0	0
1509951962		개돼지 같은 시키.. 서민들은 당장 죽어 가는데 더 기다리라니... ㅋㅋㅋ 이생망이니 다음 생에나 어찌 해 보라는 것이냨??? ㅋㅋㅋ OOO 쉨히.. ㅎㅎㅎ 확. 마.. 주뎅이를 마. 저 걸.. ㅋㅋㅋ 에휴.. 저런것을 사람이라고.. ㅉㅉ 어찌 사람이 저렇게 이기적이고 독선적이냨.. ㅋㅋㅋ	2018-11-02T06:22:21+0900	2	0
1509949132		미친bird끼 최순실이도 응원격려해주지 그랬냐?	2018-11-02T06:15:54+0900	0	1
1509945182		실험정신으로 나라 말아먹을꺼냐?	2018-11-02T06:06:16+0900	1	0
1509942942		셧뜨 아과리 쓰랙아	2018-11-02T05:59:48+0900	0	0
1509942582		러임덕이 왓는데 누가 문구라 말듯냐 미친 개	2018-11-02T05:58:30+0900	0	0
1509940782		정권 끝날때까지 기다리면 되나? 정말 한심해서 말도 안나온다	2018-11-02T05:53:54+0900	2	0
1509939962		뭘기다려..다 죽고난뒤에 호전찾을래..OOO새      끼.	2018-11-02T05:51:28+0900	0	0
1509938982		최고속도로 말아먹은 나라경제...완전거덜 까지 기다리라 ?  이게 말이여 방구여?	2018-11-02T05:47:51+0900	1	0
1509936472		형평성이란 단어를 귀하께서는 들어는 보셨나요? 그동안 다른 정권을 향해서는 어떻게 하셨는지,작금에 현실이 우리가 격려하지 않아서다?	2018-11-02T05:39:32+0900	0	0
1509931922		아가리닥쳐 OOO야	2018-11-02T05:22:44+0900	0	0
1509929812		전 재산 걸고 그 말 하면 믿어줄께	2018-11-02T05:14:50+0900	1	0
1509926952		너는 다음 정권에서 감옥에 갈 준비나 해~	2018-11-02T05:05:24+0900	4	1
1509926662		그래..니가 다 책임져라!!	2018-11-02T05:04:35+0900	0	0
