comment_no	user_id_no	contents	reg_time	sympathy_count	antipathy_count
1514778615	6EVlK	좋은 방향으로 얘기 잘 되었으면.. 이래저래 혼란스러운 요즘 ㅠ	2018-10-28T23:41:26+0900	0	0
1514377565	3cur9	헛 짓거리하는 한국정부에게 세게 경고해 주세요.	2018-10-28T15:48:52+0900	1	0
1514371495	HEUk	비건이 문재인 대통령 존경한다고 했는데, 드뎌 만나러 왔군	2018-10-28T15:30:05+0900	0	0
1514368065	100n7	유엔제재 위반인거 알면서 지들 맘대로 한거네. 그런데 어쩌냐? 트럼프가 문재앙 심판까지 D-9 인데?	2018-10-28T15:21:00+0900	0	0
1514346915	vDHh	문재인과 청와대관리들은......유엔 제재 위반을 하고 있는것을 알고 있군........북한 제재 예외를 조율해 달라고 하는걸 보니.....ㅋㅋㅋ	2018-10-28T14:30:29+0900	1	0
1514340895	6HX0q	그냥 미국에서 알아서해요.문빨정권 말듣지 말고..	2018-10-28T14:15:01+0900	1	0
1514326935	3UpDl	문정권은 옛민주노동당, 통진당쪽 애들이 대주주가 된 친북정권인데.	2018-10-28T13:38:06+0900	1	1
1514322205	4sduH	미국이하자는데로하소  뭔 힘이있다고  이짝저짝 쑤시고댕기말고...그냥두소  그리해야 지지율올라갈껄  ..근데 경제 외교   일자리등 등..엉망인데 아직 지지율이 한 50이넘는거이  촛불하고 지지하고  글마들이 하고있냐  .	2018-10-28T13:27:58+0900	1	1
1514322175	1iyKv	뭐하러 오나 OOO 넘아 맨날 회의하면 머하나 영양가 없는거 때려 차아라 써글것아 우리끼리 하게 놔두라 니들이 머야 꼬쟁이 색히들	2018-10-28T13:27:49+0900	0	1
1514311955	xrJK	또 이런 기사들보고 대북주 매매하는호구들은 없겠지....	2018-10-28T13:03:21+0900	0	0
1514296195	27koK	세컨더리 마지막 경고하러오는거다	2018-10-28T12:32:32+0900	0	0
1514292835	1PFt3	문재인정부 제맘대로 못 까불게 단속 하러 나오는가 보다.	2018-10-28T12:26:36+0900	0	0
